GENUS,SPECIES,SUBSPECIES,AUTHOR,YEAR,PUBLISHED?,REFERENCE,NAME IN REFERENCE,LONDEG,LONMIN,LONSEC,LATDEG,LATMIN,LATSEC,COUNTRY,REGION,LOCALITY,SITE,DAY,MONTH,YEAR,NO SPEC,MALES?,SEX RATIO,ALTITUDE,DEPTH,pH,TEMP,COND,ENVIRONMENT,NATURAL HABITAT,ARTIFICIAL HABITAT,DURATION,WATER CHEMISTRY,SUBSTRATE,VEGETATION,AGE,ZONE OF COLL,COMMENTS,VALIDATION STATUS OF COORDINATES
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1965a,Cypria ophthalmica (Jurine 1820),16,44,48,52,15,38,Poland,Poznan Province,Witobelskie - Lodzkie Lakes,ditch between lakes,,,1962,,U,,64,,,,,LENTIC,,DITCH,PERMANENT,FRESHWATER,,,,,Coll._date:_1962_and/or_1963.,amber
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Sywula 1965a,Eucypris affinis (Fischer 1851),16,50,38,52,19,5,Poland,Poznan Province,Wiry,ditch alongside railway,,,1962,,U,,60,,,,,LENTIC,,DITCH,PERMANENT,FRESHWATER,,,,,Sampling_period:_the_species_was_found_in_spring_1962_and/or_1963. Coordinates approx. for village of Wiry.,amber
Stenocypria,fischeri,,(Lilljeborg),1883,1,Sywula 1965a,Stenocypria fischeri (Lilljeborg 1883),16,50,38,52,19,5,Poland,Poznan Province,Wiry,ditch alongside railway,,,1962,10,N,,60,,,,,LENTIC,,DITCH,PERMANENT,FRESHWATER,,,,,Sampling_period:_the_species_was_found_in_summer_1962_and/or_1963. Coordinates approx. for village of Wiry.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1965a,Cypria ophthalmica (Jurine 1820),16,54,5,52,18,37,Poland,Poznan Province,Katnik (Warta R. bank terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,green
Ilyocypris,gibba,,(Ramdohr),1808,1,Sywula 1965a,Ilyocypris gibba (Ramdohr 1808),16,52,25,52,18,0,Poland,Poznan Province,Leczyca,field near River Warta,,,1962,1,U,,60,,,,,LENTIC,FRESHWATER_MARSH,,PERMANENT,FRESHWATER,,,,,Coll._date:_1962_or_1963.,amber
Candona,weltneri,,Hartwig,1899,1,Sywula 1965a,Candona weltneri Hartwig 1898,16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1965a,Cypria ophthalmica (Jurine 1820),16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Sywula 1965a,Candona insculpta G.W. Muller 1900,16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll.date:_1962_and/or_1963.,amber
Fabaeformiscandona,protzi,,(Hartwig),1898,1,Sywula 1965a,Candona protzi Hartwig 1898,16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Sampling_period:_1962_and/or_1963_but_the_species_was_not_found_in_summer._Number_of_specimens:_a_few_individuals_were_found_only.,amber
Candona,candida,,(O.F. Mueller),1776,1,Sywula 1965a,Candona candida (O.F. Muller 1785),16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,hartwigi,,(G.W. Mueller),1900,1,Sywula 1965a,Candona hartwigi G.W. Muller 1900,16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,amber
Limnocythere,inopinata,,(Baird),1843,1,Sywula 1965a,Limnocythere inopinata (Baird 1843),16,44,0,52,15,50,Poland,Poznan Province,Witobelskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_a_few_individuals_were_found_only._Coll._date:_1962_and/or_1963.,amber
Fabaeformiscandona,acuminata,,(Fischer),1851,1,Sywula 1965a,Candona acuminata Fischer 1854,16,53,20,52,17,15,Poland,Poznan Province,Puszczykowo (Warta R. terrace),oxbow lake,,,1962,,U,,55,,,,,LENTIC,OTHER,,PERMANENT,FRESHWATER,,,,LITTORAL,Habitat:_an_old_river-bed_reservoir._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,44,0,52,15,50,Poland,Poznan Province,Witobelskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Sywula 1965a,Cypridopsis newtoni Brady & Robertson 1870,16,44,0,52,15,50,Poland,Poznan Province,Witobelskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_very_common_in_summer_and_autumn_in_1962_and/or_1963.,amber
Pseudocandona,pratensis,,(Hartwig),1901,1,Sywula 1965a,Candona pratensis Hartwig 1901,16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period_and_no_specimens:_not_numerous_in_summer_in_1962_and/or_1963.,amber
Limnocythere,inopinata,,(Baird),1843,1,Sywula 1965a,Limnocythere inopinata (Baird 1843),16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_a_few_individuals_were_found_only._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Sywula 1965a,Candona insculpta G.W. Muller 1900,16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,marchica,,(Hartwig),1899,1,Sywula 1965a,Candona marchica Hartwig 1899,16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,hartwigi,,(G.W. Mueller),1900,1,Sywula 1965a,Candona hartwigi G.W. Muller 1900,16,46,13,52,17,57,Poland,Poznan Province,Rosnowskie Lake,,,,1962,,U,,81,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1965a,Physocypria kliei Schafer 1934,16,46,45,52,17,40,Poland,Poznan Province,Male Lake,,14,7,1963,1,Y,100,79,1,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,MUD,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,47,9,52,15,18,Poland,Poznan Province,Skrzynka Lake,,,,1962,,U,,67,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coord._for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963._Habitat:_a_dystrophic_lake.,amber
Herpetocypris,reptans,,(Baird),1835,1,Sywula 1965a; Sywula & Pietrzeniuk 1989 (1994),Herpetocypris reptans (Baird 1835),16,46,45,52,17,40,Poland,Poznan Province,Male Lake,,14,7,1963,,N,,79,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake.,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Sywula 1965a,Notodromas monacha (O.F. Muller 1776),16,46,45,52,17,40,Poland,Poznan Province,Male Lake,,,,1962,,U,,79,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_summer_in_1962_and/or_1963.,amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Sywula 1965a,Candona insculpta G.W. Muller 1900,16,46,45,52,17,40,Poland,Poznan Province,Male Lake,,,,1962,,U,,79,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Dolerocypris,fasciata,,(O.F. Mueller),1776,1,Sywula 1965a,Dolerocypris fasciata (O.F. Muller 1776),16,46,45,52,17,40,Poland,Poznan Province,Male Lake,,,,1962,,U,,79,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_1962_and/or_1963_but_the_species_was_not_found_in_the_cold_season.,amber
Pseudocandona,pratensis,,(Hartwig),1901,1,Sywula 1965a,Candona pratensis Hartwig 1901,16,43,10,52,17,0,Poland,Poznan Province,Lipno Lake,,,,1962,,U,,69,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period_and_no_specimens:_not_numerous_in_summer_1962_and/or_1963.,amber
Limnocythere,inopinata,,(Baird),1843,1,Sywula 1965a,Limnocythere inopinata (Baird 1843),16,43,10,52,17,0,Poland,Poznan Province,Lipno Lake,,,,1962,,U,,69,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_only_a_few_individuals_ware_found._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,hartwigi,,(G.W. Mueller),1900,1,Sywula 1965a,Candona hartwigi G.W. Muller 1900,16,43,10,52,17,0,Poland,Poznan Province,Lipno Lake,,,,1962,,U,,69,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,albicans,,(Brady),1864,1,Sywula 1965a,Candona parallela G.W. Muller 1900,16,43,10,52,17,0,Poland,Poznan Province,Lipno Lake,,,,1962,,U,,69,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Sywula 1965a,Notodromas monacha (O.F. Muller 1776),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_summer_in_1962_and/or_1963.
Longitude corrected.",amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,43,10,52,17,0,Poland,Poznan Province,Lipno Lake,,,,1962,,U,,69,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Dolerocypris,fasciata,,(O.F. Mueller),1776,1,Sywula 1965a,Dolerocypris fasciata (O.F. Muller 1776),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_1962_and/or_1963_but_the_species_was_not_found_in_cold_season.
Longitude corrected.",amber
Metacypris,cordata,,Brady & Robertson,1870,1,Sywula 1965a,Metacypris cordata Brady & Robertson 1870,16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Sywula 1965a,Candonopsis kingsleii (Brady & Robertson 1870),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_not_numerous._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Cypria,exsculpta,,(Fischer),1855,1,Sywula 1965a,Cypria exsculpta (Fischer 1855),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_not_numerous._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Pseudocandona,marchica,,(Hartwig),1899,1,Sywula 1965a,Candona marchica Hartwig 1899,16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Fabaeformiscandona,protzi,,(Hartwig),1898,1,Sywula 1965a,Candona protzi Hartwig 1898,16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_1962_and/or_1963_but_the_species_was_not_found_in_summer._Number_of_specimens:_not_numerous.
Longitude corrected.",amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Pseudocandona,hartwigi,,(G.W. Mueller),1900,1,Sywula 1965a,Candona hartwigi G.W. Muller 1900,16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Sywula 1965a,Notodromas monacha (O.F. Muller 1776),16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_summer_in_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Candona,candida,,(O.F. Mueller),1776,1,Sywula 1965a,Candona candida (O.F. Muller 1785),16,48,45,52,15,0,Poland,Poznan Province,Kociolek Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Longitude corrected.",amber
Dolerocypris,fasciata,,(O.F. Mueller),1776,1,Sywula 1965a,Dolerocypris fasciata (O.F. Muller 1776),16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_1962_and/or_1963_but_the_species_was_not_found_in_cold_season.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Metacypris,cordata,,Brady & Robertson,1870,1,Sywula 1965a,Metacypris cordata Brady & Robertson 1870,16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Sywula 1965a,Candona insculpta G.W. Muller 1900,16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Pseudocandona,pratensis,,(Hartwig),1901,1,Sywula 1965a,Candona pratensis Hartwig 1901,16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period_and_no_specimens:_not_numerous_in_summer_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Fabaeformiscandona,fragilis,,(Hartwig),1898,1,Sywula 1965a,Candona fragilis Hartwig 1898,16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_spring_in_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Pseudocandona,hartwigi,,(G.W. Mueller),1900,1,Sywula 1965a,Candona hartwigi G.W. Muller 1900,16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Sywula 1965a,Notodromas monacha (O.F. Muller 1776),16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_summer_1962_and/or_1963.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,47,49,52,17,10,Poland,Poznan Province,Jaroslawieckie Lake,,,,1962,,U,,76,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,"Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.
Assumed typo (Jaroslawskie) corrected - coordinates, adjusted slightly for longitude, match Jezioro Jaroslawieckie.",amber
Pseudocandona,pratensis,,(Hartwig),1901,1,Sywula 1965a,Candona pratensis Hartwig 1901,16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period_and_no_specimens:_only_a_few_individuals_were_found_in_summer_in_1962_and/or_1963.,amber
Metacypris,cordata,,Brady & Robertson,1870,1,Sywula 1965a,Metacypris cordata Brady & Robertson 1870,16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Sywula 1965a,Candona insculpta G.W. Muller 1900,16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,marchica,,(Hartwig),1899,1,Sywula 1965a,Candona marchica Hartwig 1899,16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1965a,Darwinula stevensoni (Brady & Robertson 1870),16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,SUBMERGENT_MACROPHYTES,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,47,45,52,16,0,Poland,Poznan Province,Goreckie Lake,,,,1962,,U,,65,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Herpetocypris,reptans,,(Baird),1835,1,Sywula 1965a,Herpetocypris reptans (Baird 1835),16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Limnocythere,inopinata,,(Baird),1843,1,Sywula 1965a,Limnocythere inopinata (Baird 1843),16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._No_specimens:_only_a_few_individuals._Coll._date:_1962_and/or_1963.,amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Sywula 1965a,Cypridopsis newtoni Brady & Robertson 1870,16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_very_common_in_summer_and_autumn_in_1962_and/or_1963.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1965a,Cypridopsis vidua (O.F. Muller 1776),16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period_and_no_specimens:_very_numerous_in_July_in_1962_and/or_1963.,amber
Pseudocandona,compressa,,(Koch),1838,1,Sywula 1965a,Candona compressa (Koch 1837),16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
Pseudocandona,pratensis,,(Hartwig),1901,1,Sywula 1965a,Candona pratensis Hartwig 1901,16,45,15,52,14,50,Poland,Poznan Province,Lodzko-Dymaczewskie Lake,,,,1962,,U,,64,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Sampling_period:_summer_1962_and/or_1963._No_specimens:_not_numerous.,amber
Metacypris,cordata,,Brady & Robertson,1870,1,Sywula 1965a,Metacypris cordata Brady & Robertson 1870,16,49,38,52,14,37,Poland,Poznan Province,Budzynskie Lake,,,,1962,,U,,62,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,LITTORAL,Coordinates_for_the_estimated_middle_of_the_lake._Coll._date:_1962_and/or_1963.,amber
