GENUS,SPECIES,SUBSPECIES,AUTHOR,YEAR,PUBLISHED?,REFERENCE,NAME IN REFERENCE,LONDEG,LONMIN,LONSEC,LATDEG,LATMIN,LATSEC,COUNTRY,REGION,LOCALITY,SITE,DAY,MONTH,YEAR,NO SPEC,MALES?,SEX RATIO,ALTITUDE,DEPTH,pH,TEMP,COND,ENVIRONMENT,NATURAL HABITAT,ARTIFICIAL HABITAT,DURATION,WATER CHEMISTRY,SUBSTRATE,VEGETATION,AGE,ZONE OF COLL,COMMENTS,VALIDATION STATUS OF COORDINATES
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,19,32,52,18,10,Poland,Konin Province,Lichenskie Lake,L14 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Sywula 1977,Candonopsis kingsleii (Brady et Robertson 1870),18,19,55,52,18,20,Poland,Konin Province,Lichenskie Lake,L15 in Ref,,,1971,1,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,19,55,52,18,20,Poland,Konin Province,Lichenskie Lake,L15 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,19,55,52,18,20,Poland,Konin Province,Lichenskie Lake,L15 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope._Number_of_specimens:_abundant.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevenson (Brady et Robertson 1870),18,19,55,52,18,20,Poland,Konin Province,Lichenskie Lake,L15 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Metacypris,cordata,,Brady & Robertson,1870,1,Sywula 1977,Metacypris cordata Brady et Robertson 1870,18,19,55,52,18,20,Poland,Konin Province,Lichenskie Lake,L15 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Isocypris,beauchampi,,(Paris),1920,1,Sywula 1977,Isocypris beauchampi (Paris 1919),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope._Number_of_specimens:_abundant.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Limnocythere,inopinata,,(Baird),1843,1,Sywula 1977,Limnocythere (Limnocythere) inopinata (Baird 1843),18,21,30,52,20,17,Poland,Konin Province,Lichenskie Lake,L16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_mollusc_shell_layer_on_the_shoal_slope.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,14,25,52,17,40,Poland,Konin Province,Goslawskie Lake,G7 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,14,25,52,17,40,Poland,Konin Province,Goslawskie Lake,G7 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,17,15,52,18,15,Poland,Konin Province,Patnowskie Lake,P9 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,17,15,52,18,15,Poland,Konin Province,Patnowskie Lake,P9 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,17,15,52,18,15,Poland,Konin Province,Patnowskie Lake,P9 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_abundant.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,17,40,52,18,10,Poland,Konin Province,Patnowskie Lake,P10 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,17,40,52,18,10,Poland,Konin Province,Patnowskie Lake,P10 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Isocypris,beauchampi,,(Paris),1920,1,Sywula 1977,Isocypris beauchampi (Paris 1919),18,17,40,52,18,10,Poland,Konin Province,Patnowskie Lake,P10 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,17,40,52,18,10,Poland,Konin Province,Patnowskie Lake,P10 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,17,40,52,18,10,Poland,Konin Province,Patnowskie Lake,P10 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_abundant.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica  (Jurine 1820),18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Isocypris,beauchampi,,(Paris),1920,1,Sywula 1977,Isocypris beauchampi (Paris 1919),18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_numerous.,amber
Ilyocypris,decipiens,,Masi,1905,1,Sywula 1977,Ilyocypris decipiens Masi,18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_single.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,17,45,52,18,0,Poland,Konin Province,Patnowskie Lake,P11 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,17,50,52,18,10,Poland,Konin Province,Patnowskie Lake,P12 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,17,50,52,18,10,Poland,Konin Province,Patnowskie Lake,P12 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,17,50,52,18,10,Poland,Konin Province,Patnowskie Lake,P12 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_abundant.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,17,55,52,18,15,Poland,Konin Province,Patnowskie Lake,P13 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Sywula 1977,Candona (Candona) levanderi Hirschmann 1912,18,18,5,52,18,25,Poland,Konin Province,Patnowskie Lake,P14 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_numerous.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,18,5,52,18,25,Poland,Konin Province,Patnowskie Lake,P14 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,18,5,52,18,25,Poland,Konin Province,Patnowskie Lake,P14 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,18,0,52,18,30,Poland,Konin Province,Patnowskie Lake,P15 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,18,0,52,18,30,Poland,Konin Province,Patnowskie Lake,P15 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,18,0,52,18,30,Poland,Konin Province,Patnowskie Lake,P15 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,18,0,52,18,30,Poland,Konin Province,Patnowskie Lake,P15 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_numerous.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,18,0,52,18,30,Poland,Konin Province,Patnowskie Lake,P15 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Isocypris,beauchampi,,(Paris),1920,1,Sywula 1977,Isocypris beauchampi (Paris 1919),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Herpetocypris,reptans,,(Baird),1835,1,Sywula 1977,Herpetocypris reptans (Baird 1835),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridopsis vidua (O.F. Muller 1776),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_numerous.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Sywula 1977,Darwinula stevensoni (Brady et Robertson 1870),18,18,15,52,18,55,Poland,Konin Province,Patnowskie Lake,P16 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Fabaeformiscandona,protzi,,(Hartwig),1898,1,Sywula 1977,Candona (Eucandona) protzi Hartwig 1898,18,18,15,52,20,56,Poland,Konin Province,Mikorzynskie Lake,M19 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_abundant.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,18,15,52,20,56,Poland,Konin Province,Mikorzynskie Lake,M19 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Sywula 1977,Cypridosis vidua (O.F. Muller 1776),18,18,15,52,20,56,Poland,Konin Province,Mikorzynskie Lake,M19 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_abundant.,amber
Candona,angulata,,G.W. Mueller,1900,1,Sywula 1977,Candona (Candona) angulata G.W. Muller 1900,18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,2,Y,50,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_remnants_of_freshly_dead_specimens.,amber
Candona,candida,,(O.F. Mueller),1776,1,Sywula 1977,Candona (Candona) candida (O.F. Muller 1785),18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,N,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_not_numerous.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Sywula 1977,Candona (Candona) levanderi Hirschmann 1912,18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_fairly_numerous.,amber
Neglecandona,neglecta,,(Sars),1887,1,Sywula 1977,Candona (Candona) neglecta Sars 1887,18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,Y,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_summer_and_autumn_in_1971_and/or_1972._Number_of_specimens:_ca_10._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Fabaeformiscandona,protzi,,(Hartwig),1898,1,Sywula 1977,Candona (Eucandona) protzi Hartwig 1898,18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Number_of_specimens:_fairly_abundant._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Sywula 1977,Cyclocypris laevis (O.F. Muller 1776),18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cyclocypris,ovum,,(Jurine),1820,1,Sywula 1977,Cyclocypris ovum (Jurine 1820),18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Cypria,exsculpta,,(Fischer),1855,1,Sywula 1977,Cypria exsculpta (Fischer 1855),18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal._Number_of_specimens:_ca_10.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Sywula 1977,Cypria ophthalmica (Jurine 1820),18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
Physocypria,kraepelini,,G.W. Mueller,1903,1,Sywula 1977,Physocypria fadeewi Dubovskij 1926,18,18,5,52,21,22,Poland,Konin Province,Mikorzynskie Lake,M20 in Ref,,,1971,,U,,84,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,DEEPER,Sampling_date:_1971_and/or_1972._Habitat:_an_artificially_heated_lake._Zone_of_coll:_profundal.,amber
